REMOVE THIS COLUMN (KEEP THIS ROW),node_id,url_alias,title,langcode,uuid,uid,changed,created,field_description,field_extent,file
LABEL (REMOVE THIS ROW),Node ID,URL alias,Title,Drupal language code,UUID,User ID,Changed,Created,Description,Extent,
NUMBER OF VALUES ALLOWED (REMOVE THIS ROW),1,1,1,1,1,1,1,1,1,unlimited,
,2980,/group/james-merrill-linn-bucknellian-war/june-10-1862,"June 10, 1862",en,aa2b0482-5cc6-40ee-b8bb-f60dca760c57,9,2026-03-02T00:09:53+00:00,2026-01-28T03:17:34+00:00,,,1862-06-10_0_0_0_0_0.xml
,2992,/group/james-merrill-linn-bucknellian-war/june-29-1862,"June 29, 1862",en,f788d79b-ee32-4b08-9439-94bd32aebfae,9,2026-03-12T18:31:26+00:00,2026-01-28T03:27:29+00:00,,,1862-06-29_0_0_0_1_0_0_0.xml
,2991,/group/james-merrill-linn-bucknellian-war/june-28-1862,"June 28, 1862",en,3a7ca687-8c38-40d7-9e2e-7c9814aad585,9,2026-03-20T13:18:47+00:00,2026-01-28T03:26:36+00:00,,,1862-06-28_0_0_0_0_0_0.xml
,2990,/group/james-merrill-linn-bucknellian-war/june-27-1862,"June 27, 1862",en,a2451797-162e-43ca-b473-c78a961f0dd4,9,2026-03-12T17:16:37+00:00,2026-01-28T03:25:50+00:00,,,1862-06-27_0_0_0_0_0_0.xml
,2989,/group/james-merrill-linn-bucknellian-war/june-26-1862,"June 26, 1862",en,f717d644-5f89-4fe8-8aa9-bca55098e0c5,9,2026-03-02T16:21:07+00:00,2026-01-28T03:25:04+00:00,,,1862-06-26_0_0_0_0.xml
,2988,/group/james-merrill-linn-bucknellian-war/june-25-1862,"June 25, 1862",en,431c738e-f864-454b-826b-bdff4b21cddd,9,2026-03-12T17:05:23+00:00,2026-01-28T03:24:15+00:00,,,1862-06-25_0_0_0_0_0_0_0.xml
,2877,/group/james-merrill-linn-bucknellian-war/january-14-1862,"January 14, 1862",en,77924f6c-04b3-430e-9675-ba56a1e4c9e2,9,2026-03-01T20:17:19+00:00,2026-01-28T01:43:19+00:00,,,1862-01-14_0_0_0_0_0_0.xml
,2876,/group/james-merrill-linn-bucknellian-war/january-13-1862,"January 13, 1862",en,4f11a558-a263-4ff5-9178-eea9730cc86a,9,2026-03-01T20:12:43+00:00,2026-01-28T01:42:21+00:00,,,1862-01-13_0_0_0_0_0_0.xml
,2875,/group/james-merrill-linn-bucknellian-war/january-12-1862,"January 12, 1862",en,887a1ce9-7242-42d4-86e0-500186aed2d0,9,2026-03-01T20:06:29+00:00,2026-01-28T01:40:07+00:00,,,1862-01-12_0_0_0_0_0_0.xml
,2873,/group/james-merrill-linn-bucknellian-war/january-10-1862,"January 10, 1862",en,bb23a3b5-587a-4018-ac37-23a86176cf1c,9,2026-03-02T14:10:58+00:00,2026-01-28T01:38:01+00:00,,,1862-01-10_0_0_0_0_0_0_0_1_0_0_0.xml
,2872,/group/james-merrill-linn-bucknellian-war/january-9-1862,"January 9, 1862",en,4f4a73ae-841d-4b9c-a674-64d739195285,9,2026-03-02T16:26:10+00:00,2026-01-28T01:37:04+00:00,,,1862-01-09_0_0_0_0_0_0_0_0_0_0_0.xml
,2898,/group/james-merrill-linn-bucknellian-war/february-5-1862,"February 5, 1862",en,f8285887-9643-4ca8-96ac-3b16948c5553,9,2026-03-04T16:47:58+00:00,2026-01-28T02:02:23+00:00,,,1862-02-05_0_0_0_0_0_0_0_0_1.xml
